codmun7,idh,habitantes,uf,cidade
3546256,0.743,2139,SP,Santa Cruz da Esperança
5210208,0.743,31531,GO,Iporá
4310363,0.743,3120,RS,Imigrante
5212204,0.743,18478,GO,Jussara
3530003,0.743,3086,SP,Mira Estrela
4209854,0.743,4563,SC,Lindóia do Sul
3541604,0.743,40432,SP,Promissão
4312476,0.743,6407,RS,Morro Reuter
4125308,0.743,5551,PR,São Jorge do Ivaí
3518859,0.743,7656,SP,Guatapará
3115508,0.743,21656,MG,Caxambu
4111803,0.743,39378,PR,Jacarezinho
4212502,0.743,32531,SC,Penha
3528106,0.743,8120,SP,Macaubal
4320701,0.743,14967,RS,Sobradinho
4306403,0.743,32671,RS,Dois Irmãos
4112009,0.743,34857,PR,Jaguariaíva
3533304,0.743,4101,SP,Nova Luzitânia
3529500,0.744,5490,SP,Mendonça
4102703,0.744,2781,PR,Barra do Jacaré
4305871,0.744,2519,RS,Coronel Barros
4314753,0.744,2098,RS,Poço das Antas
3514601,0.744,9868,SP,Dumont
5102686,0.744,6891,MT,Campos de Júlio
5217401,0.744,31458,GO,Pires do Rio
3503406,0.744,8560,SP,Arealva
3106903,0.744,14494,MG,Bicas
5107925,0.744,90313,MT,Sorriso
3554706,0.744,10010,SP,Torrinha
5008305,0.744,121388,MS,Três Lagoas
4204400,0.744,9981,SC,Coronel Freitas
3526704,0.744,103391,SP,Leme
3522703,0.744,43120,SP,Itápolis
3506201,0.744,2980,SP,Bento de Abreu
4123501,0.744,26490,PR,Santa Helena
3147006,0.744,93158,MG,Paracatu
4313102,0.744,6512,RS,Nova Palma
4113601,0.744,4787,PR,Lobato
3149903,0.744,21390,MG,Perdões
4215307,0.744,7642,SC,Salete
3556909,0.744,8810,SP,Vista Alegre do Alto
3169307,0.744,79482,MG,Três Corações
4315602,0.744,211005,RS,Rio Grande
3550100,0.744,40954,SP,São Manuel
4322400,0.744,126970,RS,Uruguaiana
5208004,0.744,121617,GO,Formosa
4200556,0.745,2366,SC,Águas Frias
3500709,0.745,37214,SP,Agudos
5212600,0.745,2368,GO,Mairipotaba
3522109,0.745,101816,SP,Itanhaém
3500501,0.745,18705,SP,Águas de Lindóia
3514700,0.745,6102,SP,Echaporã
5221304,0.745,2833,GO,Três Ranchos
4302584,0.745,2123,RS,Bozano
3542107,0.745,9076,SP,Rafard
4107801,0.745,4929,PR,Floraí
3526001,0.745,20679,SP,Junqueirópolis
3556008,0.745,13809,SP,Urupês
3302908,0.745,25538,RJ,Miguel Pereira
3501806,0.745,5969,SP,Américo de Campos
3519105,0.745,11710,SP,Iacanga
4303905,0.745,66712,RS,Campo Bom
3303401,0.745,190631,RJ,Nova Friburgo
3303906,0.745,306191,RJ,Petrópolis
4104204,0.745,132002,PR,Campo Largo
3507209,0.746,837,SP,Borá
3504602,0.746,17502,SP,Bady Bassitt
4305850,0.746,2306,RS,Coqueiros do Sul
4312153,0.746,4515,RS,Mato Leitão
3533601,0.746,7432,SP,Nuporanga
4201950,0.746,13071,SC,Balneário Arroio do Silva
4304697,0.746,2757,RS,Capitão
4107306,0.746,5979,PR,Doutor Camargo
3555802,0.746,9114,SP,Urânia
4317251,0.746,1729,RS,Santa Tereza
3535309,0.746,22221,SP,Palmital
4308904,0.746,16212,RS,Getúlio Vargas
3201506,0.746,122499,ES,Colatina
4312609,0.746,4954,RS,Muçum
1501402,0.746,1492745,PA,Belém
4118006,0.746,13830,PR,Paraíso do Norte
4111100,0.746,6108,PR,Itambé
4302352,0.746,14055,RS,Bom Princípio
3201209,0.746,208972,ES,Cachoeiro de Itapemirim
5221858,0.746,168468,GO,Valparaíso de Goiás
3117876,0.747,6730,MG,Confins
4318499,0.747,2073,RS,São José do Inhacorá
4206009,0.747,14471,SC,Governador Celso Ramos
3543204,0.747,4541,SP,Ribeirão do Sul
4204350,0.747,4453,SC,Cordilheira Alta
5215504,0.747,6667,GO,Ouvidor
4300554,0.747,1638,RS,Alto Alegre
3515905,0.747,2917,SP,Floreal
3540804,0.747,17361,SP,Potirendaba
4112108,0.747,21176,PR,Jandaia do Sul
3109006,0.747,40103,MG,Brumadinho
3519600,0.747,60033,SP,Ibitinga
4316600,0.747,16270,RS,Sananduva
3516903,0.747,10869,SP,General Salgado
5214804,0.747,2210,GO,Nova Aurora
3510005,0.747,31280,SP,Cândido Mota
4322103,0.747,5678,RS,Tucunduva
5003702,0.747,222949,MS,Dourados
4305702,0.747,6753,RS,Condor
3552304,0.747,7718,SP,Sud Mennucci
4118451,0.747,5610,PR,Pato Bragado
4321006,0.747,10584,RS,Tapera
4321451,0.747,33232,RS,Teutônia
4312906,0.747,9916,RS,Nova Bassano
4313409,0.747,246748,RS,Novo Hamburgo
4102109,0.747,26111,PR,Astorga
3514924,0.747,3651,SP,Elisiário
3134400,0.747,39263,MG,Iturama
4305355,0.747,40789,RS,Charqueadas
4318432,0.748,2552,RS,São João do Polêsine
4116000,0.748,1806,PR,Miraselva
3514502,0.748,12445,SP,Duartina
3553401,0.748,25967,SP,Tanabi
3549250,0.748,1922,SP,São João de Iracema
5101803,0.748,61012,MT,Barra do Garças
4304408,0.748,44998,RS,Canela
4101507,0.748,123027,PR,Arapongas
4103453,0.748,18120,PR,Cafelândia
4301651,0.748,6171,RS,Barão
3553708,0.748,57177,SP,Taquaritinga
4101408,0.748,134996,PR,Apucarana
4208500,0.748,25086,SC,Ituporanga
2503209,0.748,67736,PB,Cabedelo
4211504,0.748,14549,SC,Nova Trento
4211009,0.748,11742,SC,Mondaí
4201208,0.749,8513,SC,Antônio Carlos
3537602,0.749,68284,SP,Peruíbe
3104205,0.749,40092,MG,Arcos
3534500,0.749,2603,SP,Oscar Bressane
4219606,0.749,3933,SC,Xavantina
3509700,0.749,52088,SP,Campos do Jordão
4314035,0.749,3837,RS,Pareci Novo
4209508,0.749,6970,SC,Laurentino
4309555,0.749,4866,RS,Harmonia
3503802,0.749,54408,SP,Artur Nogueira
3521309,0.749,16409,SP,Ipuã
3535705,0.749,6454,SP,Paraíso
4311643,0.749,1714,RS,Linha Nova
3555703,0.749,1844,SP,União Paulista
3515103,0.749,69385,SP,Embu-Guaçu
3106705,0.749,439340,MG,Betim
3538907,0.749,25492,SP,Pirajuí
4216909,0.749,24076,SC,São Lourenço do Oeste
3554409,0.749,9370,SP,Terra Roxa
3510609,0.749,400927,SP,Carapicuíba
3544103,0.749,50846,SP,Rio Grande da Serra
3549300,0.75,2105,SP,São João do Pau d'Alho
4306106,0.75,60299,RS,Cruz Alta
5102678,0.75,44041,MT,Campo Verde
4300059,0.75,3748,RS,Água Santa
4304606,0.75,346616,RS,Canoas
4308102,0.75,13547,RS,Feliz
4118204,0.75,154936,PR,Paranaguá
3107406,0.75,50605,MG,Bom Despacho
3510401,0.75,55768,SP,Capivari
3505203,0.75,35264,SP,Bariri
3541307,0.75,44200,SP,Presidente Epitácio
4206405,0.751,10090,SC,Guaraciaba
3505807,0.751,20953,SP,Bastos
3555406,0.751,90799,SP,Ubatuba
3520707,0.751,3897,SP,Indiaporã
4320503,0.751,5415,RS,Sertão
4213153,0.751,2870,SC,Planalto Alegre
4313508,0.751,45994,RS,Osório
4108304,0.751,258532,PR,Foz do Iguaçu
3544806,0.751,6331,SP,Sales
3530102,0.751,29564,SP,Mirandópolis
3553609,0.751,12960,SP,Tapiratiba
3542206,0.751,29707,SP,Rancharia
3555208,0.751,2016,SP,Turiúba
3540705,0.751,56150,SP,Porto Ferreira
4119152,0.751,132157,PR,Pinhais
3110608,0.751,29551,MG,Cambuí
3511201,0.751,7804,SP,Catiguá
3518701,0.751,320459,SP,Guarujá
2211001,0.751,864845,PI,Teresina
3532603,0.751,11478,SP,Nhandeara
4114203,0.751,34400,PR,Mandaguari
3128709,0.751,51917,MG,Guaxupé
3501707,0.751,40504,SP,Américo Brasiliense
3115300,0.751,75123,MG,Cataguases
4206504,0.751,44819,SC,Guaramirim
5107040,0.752,62019,MT,Primavera do Leste
4218756,0.752,4543,SC,Tunápolis
3528858,0.752,3031,SP,Marapoama
4320602,0.752,3657,RS,Severiano de Almeida
4312385,0.752,2548,RS,Monte Belo do Sul
4120358,0.752,5157,PR,Pranchita
3554003,0.752,121766,SP,Tatuí
4323770,0.752,3014,RS,Westfália
5211503,0.752,104742,GO,Itumbiara
3527405,0.752,21747,SP,Lucélia
3200607,0.752,101220,ES,Aracruz
4219705,0.752,28706,SC,Xaxim
4203907,0.752,22848,SC,Capinzal
4107405,0.752,5961,PR,Enéas Marques
4209409,0.752,45814,SC,Laguna
3169356,0.752,32356,MG,Três Marias
1702109,0.752,180470,TO,Araguaína
1400100,0.752,399213,RR,Boa Vista
4214300,0.753,2878,SC,Rancho Queimado
4312674,0.753,1682,RS,Nicolau Vergueiro
4205704,0.753,23078,SC,Garopaba
3554904,0.753,5807,SP,Três Fronteiras
4316477,0.753,2733,RS,Salvador das Missões
3531506,0.753,19008,SP,Monte Azul Paulista
3118007,0.753,54762,MG,Congonhas
3528304,0.753,3119,SP,Magda
3535200,0.753,9283,SP,Palmeira d'Oeste
3517406,0.753,40790,SP,Guaíra
3553955,0.753,15000,SP,Tarumã
3533502,0.753,41052,SP,Novo Horizonte
4205456,0.753,26793,SC,Forquilhinha
4300208,0.753,7024,RS,Ajuricaba
4307559,0.753,5958,RS,Estação
3302601,0.753,44468,RJ,Mangaratiba
3203130,0.753,16668,ES,João Neiva
3547700,0.753,20878,SP,Santo Anastácio
3521101,0.753,7546,SP,Ipeúna
3303203,0.753,162485,RJ,Nilópolis
2314102,0.571,60889,CE,Viçosa do Ceará
4319752,0.754,2243,RS,São Vendelino
3532504,0.754,8930,SP,Neves Paulista
5002951,0.754,25218,MS,Chapadão do Sul
4204756,0.754,1962,SC,Cunhataí
3541000,0.754,325073,SP,Praia Grande
3542602,0.754,56322,SP,Registro
4305801,0.754,9911,RS,Constantina
3507308,0.754,4823,SP,Boracéia
4308201,0.754,30745,RS,Flores da Cunha
3512704,0.754,4055,SP,Corumbataí
5107909,0.754,142996,MT,Sinop
4215109,0.754,11551,SC,Rodeio
2919207,0.754,198440,BA,Lauro de Freitas
3556602,0.754,10843,SP,Vera Cruz
4307708,0.754,83202,RS,Esteio
4214607,0.754,7489,SC,Rio do Oeste
3502002,0.754,4995,SP,Analândia
4206306,0.754,23832,SC,Guabiruba
5218805,0.754,235647,GO,Rio Verde
3531100,0.754,56702,SP,Mongaguá
3540101,0.755,3416,SP,Pongaí
3550407,0.755,35653,SP,São Pedro
4200754,0.755,1937,SC,Alto Bela Vista
3126109,0.755,67683,MG,Formiga
4211702,0.755,22912,SC,Orleans
3507803,0.755,24939,SP,Brodowski
5107602,0.755,232491,MT,Rondonópolis
4318606,0.755,6933,RS,São José do Ouro
3502507,0.755,36157,SP,Aparecida
4217006,0.755,13410,SC,São Ludgero
4312401,0.755,65264,RS,Montenegro
4217303,0.755,9745,SC,Saudades
4105508,0.755,82620,PR,Cianorte
3119401,0.755,109855,MG,Coronel Fabriciano
3520400,0.756,34970,SP,Ilhabela
4308458,0.756,4320,RS,Fortaleza dos Valos
4315354,0.756,3796,RS,Quinze de Novembro
4212809,0.756,23147,SC,Balneário Piçarras
3513108,0.756,35292,SP,Cravinhos
3532868,0.756,1267,SP,Nova Castilho
3504800,0.756,9068,SP,Bálsamo
3519071,0.756,230851,SP,Hortolândia
3539004,0.756,11417,SP,Pirangi
3131703,0.756,120060,MG,Itabira
3524907,0.756,6602,SP,Jambeiro
3118601,0.756,663855,MG,Contagem
3147907,0.756,114679,MG,Passos
3541208,0.757,13106,SP,Presidente Bernardes
3500550,0.757,6075,SP,Águas de Santa Bárbara
4315149,0.757,2901,RS,Presidente Lucena
4211900,0.757,171797,SC,Palhoça
4215604,0.757,2142,SC,Santa Rosa de Lima
3512001,0.757,18468,SP,Colina
4305306,0.757,9269,RS,Chapada
4104303,0.757,94859,PR,Campo Mourão
3538501,0.757,13657,SP,Piquete
3513801,0.757,423884,SP,Diadema
4306452,0.757,3400,RS,Dois Lajeados
4323705,0.757,2851,RS,Vista Gaúcha
3548054,0.757,8420,SP,Santo Antônio do Aracanguá
4206207,0.757,11501,SC,Gravatal
4322558,0.757,2113,RS,Vanini
4203808,0.757,54401,SC,Canoinhas
4303103,0.757,130293,RS,Cachoeirinha
5211909,0.757,100882,GO,Jataí
4307609,0.757,50022,RS,Estância Velha
3149309,0.757,64258,MG,Pedro Leopoldo
4213104,0.758,3854,SC,Piratuba
4309258,0.758,1503,RS,Guabiju
4305603,0.758,3175,RS,Colorado
3515608,0.758,5783,SP,Fernando Prestes
3538808,0.758,29806,SP,Piraju
4110003,0.758,4404,PR,Iguaraçu
3540606,0.758,53098,SP,Porto Feliz
4300802,0.758,13050,RS,Antônio Prado
4115358,0.758,5603,PR,Maripá
3512407,0.758,24528,SP,Cordeirópolis
4205308,0.758,10667,SC,Faxinal dos Guedes
3501301,0.758,24915,SP,Álvares Machado
4314423,0.758,5742,RS,Picada Café
4117107,0.758,13213,PR,Nova Londrina
3162500,0.758,90082,MG,São João del Rei
3133808,0.758,93214,MG,Itaúna
4206702,0.758,22606,SC,Herval d'Oeste
5106224,0.758,45378,MT,Nova Mutum
3136207,0.758,79910,MG,João Monlevade
4125506,0.758,323340,PR,São José dos Pinhais
3544509,0.759,3148,SP,Rubinéia
4313011,0.759,2698,RS,Nova Candelária
3510500,0.759,121532,SP,Caraguatatuba
4317756,0.759,2019,RS,Santo Antônio do Planalto
4321808,0.759,23906,RS,Três de Maio
4207650,0.759,8996,SC,Iporã do Oeste
3553658,0.759,2811,SP,Taquaral
3531209,0.759,8038,SP,Monte Alegre do Sul
3537305,0.759,63407,SP,Penápolis
4106407,0.759,47845,PR,Cornélio Procópio
3163706,0.759,45851,MG,São Lourenço
4214003,0.759,17471,SC,Presidente Getúlio
3520806,0.759,3991,SP,Inúbia Paulista
3556503,0.759,121838,SP,Várzea Paulista
3544004,0.759,35228,SP,Rio das Pedras
2927408,0.759,2872347,BA,Salvador
1709500,0.759,86647,TO,Gurupi
3553203,0.76,5566,SP,Taiúva
3515202,0.76,8419,SP,Estrela d'Oeste
4210902,0.76,4209,SC,Modelo
3513702,0.76,33718,SP,Descalvado
3545605,0.76,15480,SP,Santa Adélia
4213500,0.76,21388,SC,Porto Belo
4308508,0.76,31313,RS,Frederico Westphalen
4303806,0.76,5454,RS,Campinas do Sul
4320909,0.76,24111,RS,Tapejara
4320404,0.76,17502,RS,Serafina Corrêa
4218004,0.76,38407,SC,Tijucas
5208509,0.76,5600,GO,Goiandira
3525003,0.76,124937,SP,Jandira
4310538,0.76,5499,RS,Itaara
4201406,0.76,68228,SC,Araranguá
4122305,0.76,34170,PR,Rio Negro
3167202,0.76,239639,MG,Sete Lagoas
4208450,0.761,20576,SC,Itapoá
3301876,0.761,28310,RJ,Iguaba Grande
3547403,0.761,2498,SP,Santa Rita d'Oeste
4323408,0.761,4358,RS,Vila Maria
4219853,0.761,3363,SC,Zortéa
4313086,0.761,2553,RS,Nova Pádua
3520608,0.761,4885,SP,Indiana
4216255,0.761,6381,SC,São João do Oeste
3505906,0.761,62508,SP,Batatais
3551702,0.761,125815,SP,Sertãozinho
4128104,0.761,111557,PR,Umuarama
4107538,0.761,4539,PR,Entre Rios do Oeste
4313904,0.761,43667,RS,Panambi
4217808,0.761,18395,SC,Taió
3118304,0.761,128589,MG,Conselheiro Lafaiete
3101607,0.761,79996,MG,Alfenas
4216206,0.762,52721,SC,São Francisco do Sul
4321501,0.762,38732,RS,Torres
4126355,0.762,4495,PR,Serranópolis do Iguaçu
3524006,0.762,61252,SP,Itupeva
4316436,0.762,2650,RS,Saldanha Marinho
4302204,0.762,6712,RS,Boa Vista do Buricá
3546405,0.762,47673,SP,Santa Cruz do Rio Pardo
3530300,0.762,59824,SP,Mirassol
3522604,0.762,74773,SP,Itapira
3549409,0.762,51888,SP,São Joaquim da Barra
3534609,0.762,32879,SP,Osvaldo Cruz
3552403,0.762,282441,SP,Sumaré
3530508,0.762,68885,SP,Mococa
3535507,0.762,45703,SP,Paraguaçu Paulista
4306304,0.762,4740,RS,David Canabarro
3522307,0.763,163901,SP,Itapetininga
3516507,0.763,2776,SP,Gabriel Monteiro
4319372,0.763,2947,RS,São Pedro do Butiá
3508108,0.763,17144,SP,Buritama
2507507,0.763,809015,PB,João Pessoa
4301958,0.763,2539,RS,Barra Funda
4307864,0.763,2731,RS,Fagundes Varela
4118402,0.763,88374,PR,Paranavaí
4115804,0.763,46198,PR,Medianeira
4318051,0.763,3074,RS,São Domingos do Sul
3518206,0.763,32939,SP,Guararapes
3518800,0.763,1379182,SP,Guarulhos
3541505,0.763,39516,SP,Presidente Venceslau
4119905,0.763,351736,PR,Ponta Grossa
2408102,0.763,884122,RN,Natal
4312351,0.764,1453,RS,Montauri
4310330,0.764,22800,RS,Imbé
4309100,0.764,36232,RS,Gramado
4201604,0.764,3550,SC,Arroio Trinta
3544251,0.764,16643,SP,Rosana
4317558,0.764,2128,RS,Santo Antônio do Palma
4316204,0.764,5130,RS,Rondinha
4319711,0.764,2242,RS,São Valentim do Sul
3526803,0.764,68432,SP,Lençóis Paulista
4219309,0.764,53065,SC,Videira
3508603,0.764,33327,SP,Cachoeira Paulista
4305207,0.764,14133,RS,Cerro Largo
3145901,0.764,39500,MG,Ouro Branco
1716109,0.764,51252,TO,Paraíso do Tocantins
3122306,0.764,238230,MG,Divinópolis
3302403,0.764,256672,RJ,Macaé
4207304,0.765,44853,SC,Imbituba
3504107,0.765,142761,SP,Atibaia
4305587,0.765,2438,RS,Colinas
4312658,0.765,17624,RS,Não-Me-Toque
4310009,0.765,20350,RS,Ibirubá
3552502,0.765,297637,SP,Suzano
3148004,0.765,152488,MG,Patos de Minas
4307500,0.765,15588,RS,Espumoso
3524105,0.765,41824,SP,Ituverava
3302700,0.765,161207,RJ,Maricá
4309407,0.765,25727,RS,Guaporé
4211405,0.765,5019,SC,Nova Erechim
4216107,0.765,9445,SC,São Domingos
4205902,0.765,69639,SC,Gaspar
3532900,0.765,11186,SP,Nova Europa
3511300,0.766,9237,SP,Cedral
4212601,0.766,2787,SC,Peritiba
3539905,0.766,6059,SP,Poloni
4111605,0.766,3259,PR,Ivatuba
4317400,0.766,49425,RS,Santiago
4304705,0.766,62110,RS,Carazinho
3537404,0.766,25669,SP,Pereira Barreto
4304671,0.766,4660,RS,Capivari do Sul
3527207,0.766,88706,SP,Lorena
5205109,0.766,108823,GO,Catalão
3550902,0.766,15322,SP,São Simão
3501152,0.766,18628,SP,Alumínio
4313300,0.766,27257,RS,Nova Prata
2403251,0.766,261469,RN,Parnamirim
3529401,0.766,472912,SP,Mauá
3504503,0.767,90655,SP,Avaré
3551603,0.767,29229,SP,Serra Negra
4313466,0.767,1719,RS,Novo Xingu
4107207,0.767,40641,PR,Dois Vizinhos
4306809,0.767,22706,RS,Encantado
4307807,0.767,34116,RS,Estrela
3534203,0.767,7066,SP,Orindiúva
3557006,0.767,122480,SP,Votorantim
4203956,0.767,24871,SC,Capivari de Baixo
4312955,0.768,1775,RS,Nova Boa Vista
4321907,0.768,23906,RS,Três Passos
4127700,0.768,140635,PR,Toledo
3304201,0.768,131341,RJ,Resende
4117909,0.768,31846,PR,Palotina
5105259,0.768,65534,MT,Lucas do Rio Verde
3542404,0.768,20261,SP,Regente Feijó
3531308,0.768,50498,SP,Monte Alto
2111300,0.768,1101884,MA,São Luís
4319000,0.768,21556,RS,São Marcos
3550605,0.768,91016,SP,São Roque
3506409,0.768,8034,SP,Bilac
3551009,0.768,365798,SP,São Vicente
4211603,0.768,15166,SC,Nova Veneza
4210407,0.768,7293,SC,Maracajá
3520103,0.768,30432,SP,Igarapava
3555109,0.769,15495,SP,Tupi Paulista
4317202,0.769,73254,RS,Santa Rosa
4301008,0.769,20805,RS,Arroio do Meio
3516705,0.769,44390,SP,Garça
3537107,0.769,47919,SP,Pedreira
3105608,0.769,137313,MG,Barbacena
3552809,0.769,289664,SP,Taboão da Serra
3509601,0.769,84650,SP,Campo Limpo Paulista
4216008,0.769,11281,SC,São Carlos
3512803,0.769,72252,SP,Cosmópolis
4217402,0.769,21365,SC,Schroeder
4213906,0.77,1568,SC,Presidente Castello Branco
3534757,0.77,10361,SP,Ouroeste
3528007,0.77,17163,SP,Macatuba
4209300,0.77,157544,SC,Lages
3534104,0.77,6515,SP,Oriente
3547601,0.77,26540,SP,Santa Rosa de Viterbo
4201505,0.77,8674,SC,Armazém
2800308,0.77,657013,SE,Aracaju
3556453,0.77,52597,SP,Vargem Grande Paulista
3143302,0.77,409341,MG,Montes Claros
3168705,0.77,89842,MG,Timóteo
3555000,0.771,65524,SP,Tupã
4209458,0.771,1427,SC,Lajeado Grande
4208005,0.771,6169,SC,Itá
3306305,0.771,273012,RJ,Volta Redonda
3539806,0.771,117452,SP,Poá
3528809,0.771,14002,SP,Maracaí
3131307,0.771,263410,MG,Ipatinga
3547650,0.772,1545,SP,Santa Salete
4300901,0.772,6235,RS,Aratiba
2611606,0.772,1645727,PE,Recife
3550704,0.772,88980,SP,São Sebastião
4317509,0.772,77593,RS,Santo Ângelo
3544905,0.772,11890,SP,Sales Oliveira
3531001,0.772,2259,SP,Monções
4219002,0.772,21268,SC,Urussanga
3170107,0.772,333783,MG,Uberaba
3104007,0.772,106229,MG,Araxá
3547205,0.773,1487,SP,Santana da Ponte Pensa
3523909,0.773,173939,SP,Itu
3551306,0.773,3513,SP,Sebastianópolis do Sul
3529302,0.773,83170,SP,Matão
4316808,0.773,130416,RS,Santa Cruz do Sul
4217550,0.773,3263,SC,Serra Alta
3103504,0.773,117267,MG,Araguari
3533908,0.773,54772,SP,Olímpia
4314001,0.773,7657,RS,Paraí
3538006,0.773,168328,SP,Pindamonhangaba
3504206,0.773,15189,SP,Auriflama
4322806,0.773,26241,RS,Veranópolis
3304524,0.773,150674,RJ,Rio das Ostras
3513306,0.774,2073,SP,Cruzália
3152501,0.774,150737,MG,Pouso Alegre
3549706,0.774,54946,SP,São José do Rio Pardo
4108403,0.774,91093,PR,Francisco Beltrão
3537156,0.774,3093,SP,Pedrinhas Paulista
3530706,0.774,151888,SP,Mogi Guaçu
4218350,0.774,3929,SC,Treviso
4211801,0.774,7295,SC,Ouro
4114609,0.774,52944,PR,Marechal Cândido Rondon
4210605,0.774,16916,SC,Massaranduba
4311809,0.774,44161,RS,Marau
4217600,0.774,14007,SC,Siderópolis
3171303,0.775,78846,MG,Viçosa
3547502,0.775,27557,SP,Santa Rita do Passa Quatro
3526902,0.775,306114,SP,Limeira
5205406,0.775,22191,GO,Ceres
4208401,0.775,16872,SC,Itapiranga
4218608,0.775,7360,SC,Trombudo Central
4219507,0.775,50982,SC,Xanxerê
3507605,0.776,168668,SP,Bragança Paulista
3534401,0.776,698418,SP,Osasco
3524808,0.776,49107,SP,Jales
3514403,0.776,46793,SP,Dracena
4307005,0.776,105862,RS,Erechim
4314100,0.776,203275,RS,Passo Fundo
3502903,0.776,34146,SP,Araçoiaba da Serra
3133758,0.776,16108,MG,Itaú de Minas
3539202,0.776,27527,SP,Pirapozinho
3521408,0.776,24235,SP,Iracemápolis
4323200,0.777,2882,RS,Victor Graeff
4320305,0.777,5100,RS,Selbach
3527306,0.777,48885,SP,Louveira
3525706,0.777,37015,SP,José Bonifácio
4307906,0.777,72331,RS,Farroupilha
4213005,0.777,3555,SC,Pinheiro Preto
3524402,0.777,233662,SP,Jacareí
4210100,0.777,56292,SC,Mafra
4320107,0.777,24489,RS,Sarandi
3137601,0.777,64527,MG,Lagoa Santa
4207502,0.777,69425,SC,Indaial
3523404,0.778,120858,SP,Itatiba
4202800,0.778,33450,SC,Braço do Norte
4313003,0.778,3330,RS,Nova Bréscia
3170701,0.778,135558,MG,Varginha
4302105,0.778,120454,RS,Bento Gonçalves
3524303,0.778,77263,SP,Jaboticabal
4311403,0.778,84014,RS,Lajeado
3534708,0.778,113542,SP,Ourinhos
3554508,0.778,42076,SP,Tietê
4113700,0.778,569733,PR,Londrina
3525300,0.778,150252,SP,Jaú
3136702,0.778,568873,MG,Juiz de Fora
3539400,0.779,13636,SP,Piratininga
3502101,0.779,57157,SP,Andradina
4217501,0.779,17541,SC,Seara
3151800,0.779,167397,MG,Poços de Caldas
3545209,0.78,118663,SP,Salto
4323606,0.78,1561,RS,Vista Alegre do Prata
3506102,0.78,77496,SP,Bebedouro
3516200,0.78,353187,SP,Franca
4204251,0.78,16684,SC,Cocal do Sul
4313201,0.78,21353,RS,Nova Petrópolis
3507001,0.78,60997,SP,Boituva
3506508,0.78,123638,SP,Birigui
3513009,0.78,249210,SP,Cotia
4202859,0.78,3743,SC,Braço do Trombudo
4204509,0.78,15909,SC,Corupá
3534302,0.78,44028,SP,Orlândia
4213203,0.78,33447,SC,Pomerode
4209201,0.781,2246,SC,Lacerdópolis
4215703,0.781,23245,SC,Santo Amaro da Imperatriz
3500402,0.781,8180,SP,Águas da Prata
4202453,0.781,19769,SC,Bombinhas
4210506,0.781,25762,SC,Maravilha
3503307,0.781,134236,SP,Araras
4310207,0.781,83475,RS,Ijuí
3545803,0.781,193475,SP,Santa Bárbara d'Oeste
3509007,0.781,101470,SP,Caieiras
4118501,0.782,82881,PR,Pato Branco
3511508,0.782,48949,SP,Cerquilho
3138203,0.782,103773,MG,Lavras
4104808,0.782,328454,PR,Cascavel
4305108,0.782,510906,RS,Caxias do Sul
4215802,0.782,84507,SC,São Bento do Sul
4212908,0.783,20313,SC,Pinhalzinho
3530607,0.783,445842,SP,Mogi das Cruzes
4309605,0.783,19329,RS,Horizontina
3546603,0.784,32322,SP,Santa Fé do Sul
3524709,0.784,57488,SP,Jaguariúna
3530805,0.784,93189,SP,Mogi Mirim
