codmun7,idh,habitantes,uf,cidade
3171105,0.667,3999,MG,Veríssimo
3204005,0.667,23184,ES,Pancas
1720853,0.667,1966,TO,Sucupira
5102694,0.667,4743,MT,Canabrava do Norte
2916401,0.667,76147,BA,Itapetinga
5107859,0.668,11708,MT,São Félix do Araguaia
3101201,0.668,6003,MG,Aiuruoca
2201903,0.668,25179,PI,Bom Jesus
3156304,0.668,8109,MG,Rodeiro
3171402,0.668,3608,MG,Vieiras
3117207,0.668,2812,MG,Conceição das Pedras
3102001,0.668,14466,MG,Alterosa
3554201,0.668,4532,SP,Tejupá
4113734,0.668,7262,PR,Luiziana
3120508,0.668,10242,MG,Cristina
3304607,0.668,10404,RJ,Santa Maria Madalena
2921005,0.668,46583,BA,Mata de São João
4200705,0.668,10036,SC,Alfredo Wagner
5204003,0.668,7993,GO,Cabeceiras
4105102,0.668,10827,PR,Centenário do Sul
3302304,0.668,7355,RJ,Laje do Muriaé
5207253,0.668,7322,GO,Doverlândia
4106001,0.668,8818,PR,Congonhinhas
2516201,0.668,69444,PB,Sousa
5103353,0.668,30933,MT,Confresa
3134806,0.668,7686,MG,Jacuí
1504208,0.668,279349,PA,Marabá
4310652,0.669,2419,RS,Itati
3201902,0.669,33850,ES,Domingos Martins
4314555,0.669,2304,RS,Pirapó
4108320,0.669,6046,PR,Francisco Alves
3160504,0.669,1765,MG,Santo Antônio do Rio Abaixo
3146404,0.669,4486,MG,Paineiras
2612208,0.669,60930,PE,Salgueiro
3119609,0.669,3086,MG,Coronel Pacheco
3140506,0.669,13388,MG,Martinho Campos
3504701,0.669,5735,SP,Balbinos
3116704,0.669,7556,MG,Coimbra
4301073,0.669,2937,RS,Arroio do Padre
5217609,0.669,89918,GO,Planaltina
3121100,0.669,8025,MG,Delfim Moreira
5220157,0.669,5167,GO,São Luiz do Norte
3204252,0.669,7863,ES,Ponto Belo
4108957,0.669,8739,PR,Guamiranga
3172103,0.669,5252,MG,Volta Grande
5106240,0.669,11982,MT,Nova Ubiratã
4215679,0.669,8787,SC,Santa Terezinha
4100905,0.669,6257,PR,Amaporã
3109204,0.669,10365,MG,Buenópolis
1718402,0.669,3684,TO,Presidente Kennedy
1718451,0.669,2688,TO,Pugmil
3136801,0.669,4331,MG,Juramento
4301909,0.67,13491,RS,Barra do Ribeiro
4101853,0.67,2108,PR,Ariranha do Ivaí
1100296,0.67,6495,RO,Santa Luzia D'Oeste
4103057,0.67,7591,PR,Boa Vista da Aparecida
4306429,0.67,2026,RS,Dois Irmãos das Missões
5221577,0.67,2854,GO,Uirapuru
5000203,0.67,15522,MS,Água Clara
3122405,0.67,6011,MG,Divisa Nova
3201704,0.67,12723,ES,Conceição do Castelo
5103908,0.67,5540,MT,General Carneiro
5203401,0.67,8841,GO,Bom Jardim de Goiás
2615706,0.67,15254,PE,Triunfo
5002209,0.67,21976,MS,Bonito
3203403,0.67,26153,ES,Mimoso do Sul
3116506,0.67,7551,MG,Claro dos Poções
3138351,0.67,4918,MG,Leme do Prado
4311239,0.67,2903,RS,Lagoa Bonita do Sul
5000807,0.67,9035,MS,Anaurilândia
5107180,0.67,10206,MT,Ribeirão Cascalheira
1721257,0.67,1891,TO,Tupirama
3154309,0.67,17397,MG,Resplendor
1708205,0.67,18440,TO,Formoso do Araguaia
2913903,0.67,45873,BA,Ipiaú
2916104,0.67,22228,BA,Itaparica
3161700,0.67,8389,MG,São Gonçalo do Abaeté
1702554,0.67,18412,TO,Augustinópolis
3126307,0.67,4412,MG,Fortaleza de Minas
3168002,0.67,34132,MG,Taiobeiras
3305000,0.671,36102,RJ,São João da Barra
3160009,0.671,3602,MG,Santo Antônio do Aventureiro
4300505,0.671,6258,RS,Alpestre
3144375,0.671,3311,MG,Natalândia
3204559,0.671,40431,ES,Santa Maria de Jetibá
5006408,0.671,7674,MS,Pedro Gomes
3105004,0.671,7826,MG,Baldim
4308656,0.671,2924,RS,Garruchos
3303856,0.671,27769,RJ,Paty do Alferes
4320354,0.671,5581,RS,Sentinela do Sul
4124400,0.671,20166,PR,Santo Antônio do Sudoeste
3145109,0.671,16723,MG,Nova Resende
4212056,0.671,2627,SC,Palmeira
3124104,0.671,70552,MG,Esmeraldas
4125407,0.671,6206,PR,São José da Boa Vista
5200175,0.671,5735,GO,Água Fria de Goiás
1722107,0.671,11540,TO,Xambioá
5003108,0.671,5947,MS,Corguinho
1701002,0.671,9549,TO,Ananás
1716703,0.671,8205,TO,Colméia
4127007,0.671,12367,PR,Teixeira Soares
4202081,0.672,2678,SC,Bandeirante
4127965,0.672,13215,PR,Turvo
4300307,0.672,5950,RS,Alecrim
3123908,0.672,15298,MG,Entre Rios de Minas
3164308,0.672,7051,MG,São Roque de Minas
3138500,0.672,5069,MG,Liberdade
5203807,0.672,5779,GO,Britânia
5106299,0.672,11225,MT,Paranaíta
4121505,0.672,14899,PR,Rebouças
5216403,0.672,10988,GO,Paraúna
3159902,0.672,18525,MG,Santo Antônio do Amparo
2400703,0.672,14529,RN,Alto do Rodrigues
3160801,0.672,5286,MG,São Bento Abade
4304655,0.672,3651,RS,Capão do Cipó
3139706,0.672,7976,MG,Maravilhas
3170438,0.672,4304,MG,União de Minas
1100098,0.672,32374,RO,Espigão D'Oeste
5005251,0.672,7341,MS,Laguna Carapã
3109303,0.672,24841,MG,Buritis
2100055,0.672,112445,MA,Açailândia
1506138,0.672,84787,PA,Redenção
1502152,0.673,37085,PA,Canaã dos Carajás
3551801,0.673,12832,SP,Sete Barras
3107505,0.673,6474,MG,Bom Jardim de Minas
4213302,0.673,4682,SC,Ponte Alta
3122470,0.673,3677,MG,Dom Bosco
4219358,0.673,4979,SC,Vitor Meireles
3101409,0.673,3007,MG,Albertina
3200508,0.673,7567,ES,Apiacá
2506301,0.673,58833,PB,Guarabira
5105002,0.673,8793,MT,Jauru
4310413,0.673,2226,RS,Inhacorá
2911709,0.673,84481,BA,Guanambi
3118502,0.673,1783,MG,Consolação
5007406,0.673,19746,MS,Rio Verde de Mato Grosso
3154804,0.673,10312,MG,Rio Acima
5000609,0.673,39396,MS,Amambai
1715754,0.673,7659,TO,Palmeirópolis
1706100,0.673,7289,TO,Cristalândia
3204104,0.673,27047,ES,Pinheiros
1714203,0.673,9244,TO,Natividade
1502400,0.673,200793,PA,Castanhal
5106778,0.673,12517,MT,Porto Alegre do Norte
1505031,0.673,25762,PA,Novo Progresso
4201109,0.674,3232,SC,Anitápolis
4305157,0.674,2311,RS,Cerro Grande
3165602,0.674,2005,MG,Senador Cortes
3132909,0.674,10192,MG,Itamogi
3163904,0.674,4659,MG,São Pedro da União
3129905,0.674,3488,MG,Ibitiúra de Minas
3145505,0.674,2787,MG,Olímpio Noronha
3519253,0.674,9240,SP,Iaras
4302600,0.674,3353,RS,Braga
3129004,0.674,8392,MG,Guiricema
3149606,0.674,4406,MG,Pequi
3142809,0.674,21120,MG,Monte Alegre de Minas
4304200,0.674,31365,RS,Candelária
3130705,0.674,6891,MG,Indianópolis
3106002,0.674,10255,MG,Bela Vista de Minas
2929206,0.674,39802,BA,São Francisco do Conde
5202155,0.674,7770,GO,Araguapaz
2924009,0.674,117782,BA,Paulo Afonso
3109501,0.674,14075,MG,Cabo Verde
5209150,0.674,5898,GO,Gouvelândia
3108552,0.674,16538,MG,Brasilândia de Minas
2109908,0.674,89044,MA,Santa Inês
1716604,0.674,11749,TO,Peixe
5106265,0.674,9178,MT,Novo Mundo
2313351,0.584,19187,CE,Tejuçuoca
3100708,0.675,1999,MG,Água Comprida
3205176,0.675,14080,ES,Vila Valério
3517604,0.675,17157,SP,Guapiara
4108551,0.675,2946,PR,Godoy Moreira
3168507,0.675,11661,MG,Teixeiras
3305406,0.675,18228,RJ,Sapucaia
4318101,0.675,18335,RS,São Francisco de Assis
3149101,0.675,11195,MG,Pedralva
3130002,0.675,2989,MG,Ibituruna
1720655,0.675,5403,TO,Silvanópolis
1712009,0.675,3134,TO,Lajeado
4211108,0.675,8275,SC,Monte Castelo
3124906,0.675,11275,MG,Eugenópolis
1715507,0.675,1112,TO,Oliveira de Fátima
5004106,0.675,9895,MS,Guia Lopes da Laguna
3112406,0.675,6920,MG,Capetinga
4202131,0.675,6337,SC,Bela Vista do Toldo
5101407,0.675,22354,MT,Aripuanã
4116109,0.675,12121,PR,Moreira Sales
1702000,0.675,8517,TO,Araguaçu
3171808,0.675,10510,MG,Virginópolis
3101631,0.675,6907,MG,Alfredo Vasconcelos
3139607,0.675,27644,MG,Mantena
5202502,0.675,9875,GO,Aruanã
3144359,0.675,6996,MG,Naque
5100805,0.675,10133,MT,Apiacás
2930709,0.675,134377,BA,Simões Filho
2313401,0.657,75946,CE,Tianguá
4101655,0.676,3068,PR,Arapuã
4125357,0.676,5641,PR,São Jorge do Patrocínio
3124708,0.676,3500,MG,Estrela do Indaiá
4316956,0.676,6331,RS,Santa Maria do Herval
4302154,0.676,2098,RS,Boa Vista das Missões
3102308,0.676,15203,MG,Alvinópolis
3125002,0.676,3913,MG,Ewbank da Câmara
5216452,0.676,3129,GO,Perolândia
2408904,0.676,21477,RN,Parelhas
4313441,0.676,2211,RS,Novo Tiradentes
3137403,0.676,13009,MG,Lagoa Dourada
3117405,0.676,4574,MG,Conceição de Ipanema
4120606,0.676,52241,PR,Prudentópolis
4100707,0.676,9836,PR,Alto Piquiri
4314027,0.676,7611,RS,Paraíso do Sul
5105309,0.676,2077,MT,Luciara
2925303,0.676,148686,BA,Porto Seguro
1504422,0.676,131521,PA,Marituba
2910057,0.676,81089,BA,Dias d'Ávila
5107156,0.676,2732,MT,Reserva do Cabaçal
3164902,0.676,2241,MG,São Sebastião do Rio Verde
5211008,0.677,4997,GO,Itapirapuã
4215752,0.677,2336,SC,São Bernardino
3536802,0.677,6093,SP,Pedra Bela
3166600,0.677,781,MG,Serra da Saudade
3119708,0.677,3434,MG,Coronel Xavier Chaves
4109302,0.677,12472,PR,Guaraniaçu
4107751,0.677,7770,PR,Figueira
3128253,0.677,4972,MG,Guaraciama
5209804,0.677,3564,GO,Hidrolina
3133709,0.677,11146,MG,Itatiaiuçu
3166907,0.677,7669,MG,Serrania
2604106,0.677,361118,PE,Caruaru
3528700,0.677,5853,SP,Marabá Paulista
3128402,0.677,8911,MG,Guarani
1702703,0.677,3757,TO,Aurora do Tocantins
2910727,0.677,113380,BA,Eunápolis
3523305,0.677,17436,SP,Itariri
2918407,0.677,216707,BA,Juazeiro
2907509,0.677,54704,BA,Catu
5213004,0.677,14080,GO,Maurilândia
2313500,0.606,55918,CE,Trairi
4128625,0.678,2741,PR,Alto Paraíso
3115607,0.678,1164,MG,Cedro do Abaeté
3150307,0.678,4497,MG,Piedade do Rio Grande
5214705,0.678,2352,GO,Nova América
3532405,0.678,18524,SP,Nazaré Paulista
3200136,0.678,9642,ES,Águia Branca
3552007,0.678,6302,SP,Silveiras
4314209,0.678,7730,RS,Pedro Osório
3112000,0.678,14886,MG,Candeias
3172202,0.678,2552,MG,Wenceslau Braz
3541653,0.678,3804,SP,Quadra
3119955,0.678,6337,MG,Córrego Fundo
5107008,0.678,16219,MT,Poxoréu
2933307,0.678,338480,BA,Vitória da Conquista
4316428,0.678,2609,RS,Sagrada Família
4314472,0.678,4350,RS,Pinhal Grande
3108206,0.678,5493,MG,Bonfinópolis de Minas
3138708,0.678,5446,MG,Luminárias
3203056,0.678,30477,ES,Jaguaré
2409407,0.678,30394,RN,Pau dos Ferros
4105003,0.678,10189,PR,Catanduvas
3115805,0.678,10350,MG,Centralina
4300877,0.679,5698,RS,Araricá
3553856,0.679,5852,SP,Taquarivaí
2404804,0.679,2241,RN,Ipueira
2503704,0.679,61993,PB,Cajazeiras
5212956,0.679,4351,GO,Matrinchã
3201001,0.679,15037,ES,Boa Esperança
3127354,0.679,3150,MG,Glaucilândia
3135001,0.679,3133,MG,Jaguaraçu
3128105,0.679,14245,MG,Guapé
5106372,0.679,17626,MT,Pedra Preta
3155900,0.679,5476,MG,Rio Preto
2600054,0.679,99990,PE,Abreu e Lima
4122206,0.679,32397,PR,Rio Branco do Sul
4307815,0.679,3655,RS,Estrela Velha
5103809,0.679,3494,MT,Figueirópolis D'Oeste
3137536,0.679,9532,MG,Lagoa Grande
1707306,0.679,4686,TO,Dueré
2400109,0.679,11136,RN,Acari
3157005,0.679,41527,MG,Salinas
3140209,0.68,2973,MG,Maripá de Minas
4113429,0.68,3310,PR,Lidianópolis
5214101,0.68,3778,GO,Mutunópolis
3522158,0.68,3328,SP,Itaoca
4117214,0.68,4249,PR,Nova Santa Bárbara
3503158,0.68,2469,SP,Arapeí
4307401,0.68,3282,RS,Esmeralda
3304508,0.68,9284,RJ,Rio das Flores
4115903,0.68,2213,PR,Mirador
3510153,0.68,5216,SP,Canitar
3129103,0.68,5639,MG,Gurinhatã
4306932,0.68,8475,RS,Entre-Ijuís
3121308,0.68,5013,MG,Descoberto
3130507,0.68,12375,MG,Ilicínea
3119104,0.68,23731,MG,Corinto
4121208,0.68,19049,PR,Quitandinha
3165404,0.68,6930,MG,Sapucaí-Mirim
2604007,0.68,83641,PE,Carpina
3142205,0.68,15014,MG,Miraí
5205802,0.68,11110,GO,Corumbá de Goiás
3304144,0.68,150319,RJ,Queimados
1702307,0.68,6643,TO,Arapoema
5108501,0.68,11309,MT,Vera
4103370,0.681,2651,PR,Brasilândia do Sul
3167905,0.681,3750,MG,Tabuleiro
5004403,0.681,7610,MS,Inocência
3553500,0.681,7807,SP,Tapiraí
3204351,0.681,19141,ES,Rio Bananal
4122503,0.681,9849,PR,Roncador
4115002,0.681,7076,PR,Marilena
5200902,0.681,3126,GO,Amorinópolis
4307203,0.681,4859,RS,Erval Grande
4310702,0.681,3324,RS,Itatiba do Sul
3205150,0.681,9208,ES,Vila Pavão
5001508,0.681,6788,MS,Bandeirantes
5220504,0.681,8544,GO,Serranópolis
3104908,0.681,19148,MG,Baependi
4102752,0.681,3511,PR,Bela Vista da Caroba
4104055,0.681,3833,PR,Campo Bonito
5214861,0.681,8164,GO,Nova Glória
3127602,0.681,11825,MG,Gouveia
4312252,0.681,8075,RS,Minas do Leão
3201605,0.681,31063,ES,Conceição da Barra
3506706,0.681,14923,SP,Boa Esperança do Sul
4106209,0.681,18584,PR,Contenda
4127858,0.681,12040,PR,Três Barras do Paraná
4120903,0.681,34103,PR,Quedas do Iguaçu
3134608,0.681,20143,MG,Jaboticatubas
1721208,0.681,22870,TO,Tocantinópolis
5007935,0.681,19274,MS,Sonora
3153806,0.682,1939,MG,Queluzito
4205555,0.682,2023,SC,Frei Rogério
5007802,0.682,6529,MS,Selvíria
3204658,0.682,8638,ES,São Domingos do Norte
4311775,0.682,6714,RS,Maquiné
4107850,0.682,4624,PR,Flor da Serra do Sul
4308409,0.682,6664,RS,Formigueiro
4112603,0.682,1331,PR,Jardim Olinda
3159308,0.682,4884,MG,Santa Rita de Jacutinga
3148202,0.682,5684,MG,Patrocínio do Muriaé
4300646,0.682,7409,RS,Ametista do Sul
3169703,0.682,19964,MG,Turmalina
5200308,0.682,27653,GO,Alexânia
2513406,0.682,15382,PB,Santa Luzia
4124608,0.682,6878,PR,São Carlos do Ivaí
4215687,0.682,2428,SC,Santa Terezinha do Progresso
3111606,0.682,28774,MG,Campos Gerais
1100155,0.682,36035,RO,Ouro Preto do Oeste
2108207,0.682,39229,MA,Pedreiras
2401107,0.682,27774,RN,Areia Branca
3114105,0.682,14859,MG,Carmo de Minas
5105101,0.682,34974,MT,Juara
5106232,0.682,20301,MT,Nova Olímpia
5107305,0.682,20664,MT,São José do Rio Claro
2313559,0.606,16271,CE,Tururu
2313609,0.648,34792,CE,Ubajara
3168903,0.683,6480,MG,Tiros
5219357,0.683,3809,GO,Santa Isabel
3128808,0.683,7078,MG,Guidoval
4321493,0.683,2806,RS,Toropi
4125753,0.683,5897,PR,São Pedro do Iguaçu
4320578,0.683,1970,RS,Sete de Setembro
4308433,0.683,2412,RS,Forquetinha
3154408,0.683,4808,MG,Ressaquinha
3111309,0.683,11655,MG,Campo do Meio
3127404,0.683,4350,MG,Gonçalves
5203559,0.683,9706,GO,Bonfinópolis
3113602,0.683,6757,MG,Careaçu
4109658,0.683,5211,PR,Honório Serpa
3304409,0.683,18529,RJ,Rio Claro
3153707,0.683,3563,MG,Quartel Geral
3200904,0.683,44650,ES,Barra de São Francisco
3102902,0.683,11445,MG,Antônio Carlos
5214002,0.683,15659,GO,Mozarlândia
3107703,0.683,6083,MG,Bom Jesus do Amparo
2900702,0.683,151596,BA,Alagoinhas
4315503,0.683,15789,RS,Restinga Sêca
4315156,0.683,6244,RS,Progresso
4314159,0.683,8487,RS,Paverama
1707108,0.683,6900,TO,Divinópolis do Tocantins
3104106,0.683,10772,MG,Arceburgo
5103452,0.683,9462,MT,Denise
2313708,0.591,7733,CE,Umari
5216908,0.684,2253,GO,Pilar de Goiás
3165800,0.684,1502,MG,Senador José Bento
3103108,0.684,1598,MG,Antônio Prado de Minas
5218391,0.684,3223,GO,Professor Jamil
3156205,0.684,2305,MG,Rochedo de Minas
3202900,0.684,10555,ES,Itarana
3513603,0.684,21547,SP,Cunha
3300225,0.684,12572,RJ,Areal
3151305,0.684,10787,MG,Piraúba
5201801,0.684,10308,GO,Aragoiânia
5222054,0.684,8743,GO,Vicentinópolis
3139805,0.684,12814,MG,Mar de Espanha
3115359,0.684,5376,MG,Catas Altas
5218052,0.684,3881,GO,Porteirão
5002001,0.684,11329,MS,Batayporã
5107743,0.684,2564,MT,Santa Cruz do Xingu
3101102,0.684,25167,MG,Aimorés
1713205,0.684,18248,TO,Miracema do Tocantins
4311718,0.684,4587,RS,Maçambará
5003751,0.684,12353,MS,Eldorado
3549607,0.684,4147,SP,São José do Barreiro
2109007,0.684,23885,MA,Porto Franco
1703602,0.684,2201,TO,Brasilândia do Tocantins
3154606,0.684,334858,MG,Ribeirão das Neves
5215231,0.684,115711,GO,Novo Gama
3127008,0.684,18103,MG,Fronteira
3300456,0.684,510906,RJ,Belford Roxo
3124401,0.685,4692,MG,Espírito Santo do Dourado
4309126,0.685,2082,RS,Gramado dos Loureiros
3155702,0.685,14339,MG,Rio Piracicaba
3300951,0.685,8561,RJ,Comendador Levy Gasparian
3503109,0.685,6357,SP,Arandu
3150901,0.685,5472,MG,Piranguçu
5204557,0.685,3804,GO,Caldazinha
1100064,0.685,15882,RO,Colorado do Oeste
3154200,0.685,11500,MG,Resende Costa
5106802,0.685,5410,MT,Porto dos Gaúchos
4307302,0.685,6912,RS,Erval Seco
4319802,0.685,8721,RS,São Vicente do Sul
3115201,0.685,3954,MG,Conceição da Barra de Minas
4311601,0.685,5219,RS,Liberato Salzano
4318200,0.685,21710,RS,São Francisco de Paula
5207600,0.685,5637,GO,Fazenda Nova
4109757,0.685,6352,PR,Ibema
5221197,0.685,8043,GO,Terezópolis de Goiás
3158953,0.685,34663,MG,Santana do Paraíso
4120309,0.685,4065,PR,Porto Vitória
5220009,0.685,13740,GO,São João d'Aliança
3123601,0.685,28076,MG,Elói Mendes
2931350,0.685,160487,BA,Teixeira de Freitas
5106703,0.686,1576,MT,Ponte Branca
4209805,0.686,3041,SC,Leoberto Leal
3123007,0.686,10153,MG,Dores de Campos
3205101,0.686,78239,ES,Viana
5205703,0.686,2327,GO,Córrego do Ouro
4219101,0.686,3573,SC,Vargeão
4116208,0.686,16406,PR,Morretes
4317707,0.686,10175,RS,Santo Antônio das Missões
3551405,0.686,14662,SP,Serra Azul
3150505,0.686,8660,MG,Pimenta
2602902,0.686,207048,PE,Cabo de Santo Agostinho
5216007,0.686,2615,GO,Panamá
3131505,0.686,10079,MG,Ipuiúna
4104105,0.686,7971,PR,Campo do Tenente
4308805,0.686,8385,RS,General Câmara
3547007,0.686,6173,SP,Santa Maria da Serra
4103206,0.686,7032,PR,Bom Sucesso
5200134,0.686,22366,GO,Acreúna
3128006,0.686,34319,MG,Guanhães
5106216,0.686,12787,MT,Nova Canaã do Norte
4311155,0.686,8560,RS,Jóia
2313757,0.587,19825,CE,Umirim
3106309,0.686,26700,MG,Belo Oriente
5007901,0.686,57665,MS,Sidrolândia
5200258,0.686,212440,GO,Águas Lindas de Goiás
1703701,0.686,5497,TO,Brejinho de Nazaré
5005681,0.686,18366,MS,Mundo Novo
5202353,0.687,2612,GO,Arenópolis
4200903,0.687,4801,SC,Angelina
5101001,0.687,3100,MT,Araguaiana
5203939,0.687,2488,GO,Buriti de Goiás
4321956,0.687,5802,RS,Trindade do Sul
4124004,0.687,4992,PR,Santana do Itararé
3147709,0.687,8084,MG,Passa Tempo
3122801,0.687,3001,MG,Dom Viçoso
5209291,0.687,1996,GO,Guaraíta
4312054,0.687,4009,RS,Marques de Souza
3125309,0.687,3241,MG,Faria Lemos
4101200,0.687,18980,PR,Antonina
5217708,0.687,17819,GO,Pontalina
5221908,0.687,3827,GO,Varjão
4100103,0.687,7457,PR,Abatiá
4300034,0.687,4901,RS,Aceguá
4318804,0.687,43582,RS,São Lourenço do Sul
4314704,0.687,10084,RS,Planalto
4307104,0.687,6821,RS,Herval
4128500,0.687,19414,PR,Wenceslau Braz
4123824,0.687,3813,PR,Santa Lúcia
4122008,0.687,15236,PR,Rio Azul
4216503,0.687,26952,SC,São Joaquim
4112702,0.687,12588,PR,Jataizinho
3110301,0.687,14480,MG,Caldas
4107603,0.687,17251,PR,Faxinal
3518503,0.687,18520,SP,Guareí
3500907,0.687,4160,SP,Altair
2101400,0.687,94887,MA,Balsas
2207702,0.687,153078,PI,Parnaíba
4316451,0.687,12449,RS,Salto do Jacuí
3501400,0.688,5227,SP,Álvaro de Carvalho
3143005,0.688,13166,MG,Monte Belo
4201000,0.688,7133,SC,Anita Garibaldi
3551207,0.688,3638,SP,Sarutaiá
3107000,0.688,2515,MG,Biquinhas
3204807,0.688,10556,ES,São José do Calçado
3122504,0.688,5072,MG,Dom Cavati
5108808,0.688,4519,MT,Nova Guarita
5206305,0.688,2966,GO,Cristianópolis
5219209,0.688,2855,GO,Santa Cruz de Goiás
3169000,0.688,16659,MG,Tocantins
4114401,0.688,16714,PR,Mangueirinha
4316006,0.688,21349,RS,Rolante
4120150,0.688,3237,PR,Porto Barreiro
4316303,0.688,6847,RS,Roque Gonzales
5103007,0.688,19752,MT,Chapada dos Guimarães
5204706,0.688,12626,GO,Campinorte
4112900,0.688,3292,PR,Jundiaí do Sul
4313391,0.688,4196,RS,Novo Cabrais
5001102,0.688,47871,MS,Aquidauana
3132602,0.688,4355,MG,Itamarati de Minas
4117008,0.688,8153,PR,Nova Fátima
3161304,0.688,6238,MG,São Francisco de Sales
4121000,0.688,12206,PR,Querência do Norte
3302056,0.688,15207,RJ,Italva
3171204,0.688,127601,MG,Vespasiano
5108600,0.688,26037,MT,Vila Rica
4107520,0.689,1698,PR,Esperança Nova
3135704,0.689,5211,MG,Jequitibá
3110509,0.689,21770,MG,Camanducaia
4315958,0.689,2323,RS,Rolador
4320552,0.689,6486,RS,Sertão Santana
5212006,0.689,2879,GO,Jaupaci
3152709,0.689,9031,MG,Prados
3114006,0.689,11476,MG,Carmo da Mata
3100104,0.689,6989,MG,Abadia dos Dourados
1100114,0.689,51775,RO,Jaru
4321436,0.689,11204,RS,Terra de Areia
4112504,0.689,11328,PR,Jardim Alegre
5107263,0.689,3146,MT,Santo Afonso
3152006,0.689,31812,MG,Pompéu
4321477,0.689,5704,RS,Tiradentes do Sul
4302709,0.689,20941,RS,Butiá
4312625,0.689,1893,RS,Muliterno
3139409,0.689,90229,MG,Manhuaçu
4213351,0.689,3414,SC,Ponte Alta do Norte
4313060,0.689,21615,RS,Nova Hartz
3161809,0.689,12411,MG,São Gonçalo do Pará
4315313,0.689,1849,RS,Quatro Irmãos
1707652,0.689,5263,TO,Figueirópolis
5200100,0.689,20042,GO,Abadiânia
5103304,0.689,20763,MT,Comodoro
4315073,0.69,1360,RS,Porto Vera Cruz
3512605,0.69,4681,SP,Coronel Macedo
5104559,0.69,3802,MT,Itaúba
3128600,0.69,6580,MG,Guarda-Mor
3110400,0.69,2901,MG,Camacho
4113759,0.69,4794,PR,Lunardelli
3144508,0.69,8608,MG,Nazareno
3537909,0.69,29185,SP,Pilar do Sul
4203501,0.69,8526,SC,Campo Erê
3161007,0.69,17359,MG,São Domingos do Prata
5103437,0.69,5219,MT,Curvelândia
3159209,0.69,8949,MG,Santa Rita de Caldas
3304128,0.69,14302,RJ,Quatis
4210308,0.69,8103,SC,Major Vieira
5103601,0.69,8178,MT,Dom Aquino
2913606,0.69,162327,BA,Ilhéus
3153608,0.69,10733,MG,Prudente de Morais
4204103,0.691,3642,SC,Caxambu do Sul
4300851,0.691,3581,RS,Arambaré
4306551,0.691,2534,RS,Dom Pedro de Alcântara
3132206,0.691,13358,MG,Itaguara
3117108,0.691,10292,MG,Conceição da Aparecida
3124500,0.691,11354,MG,Estiva
5210802,0.691,4539,GO,Itajá
5212808,0.691,9503,GO,Mara Rosa
3300902,0.691,15505,RJ,Cambuci
3151701,0.691,16791,MG,Poço Fundo
4114906,0.691,8836,PR,Marilândia do Sul
2914604,0.691,72967,BA,Irecê
5219712,0.691,4821,GO,Santo Antônio da Barra
4310504,0.691,7241,RS,Iraí
1506807,0.691,304589,PA,Santarém
3514809,0.691,15494,SP,Eldorado
2906501,0.691,87076,BA,Candeias
5221551,0.691,5281,GO,Turvelândia
2403103,0.691,44786,RN,Currais Novos
5108956,0.691,9178,MT,Nova Monte Verde
3304805,0.691,38669,RJ,São Fidélis
4103479,0.692,4044,PR,Cafezal do Sul
3123403,0.692,1527,MG,Doresópolis
3105301,0.692,5746,MG,Bandeira do Sul
3119906,0.692,3704,MG,Córrego do Bom Jesus
5107065,0.692,17479,MT,Querência
3164407,0.692,5504,MG,São Sebastião da Bela Vista
5107198,0.692,2405,MT,Ribeirãozinho
4311700,0.692,5445,RS,Machadinho
4319307,0.692,5790,RS,São Paulo das Missões
3119807,0.692,3215,MG,Córrego Danta
4215208,0.692,4786,SC,Romelândia
3130606,0.692,7328,MG,Inconfidentes
4305835,0.692,1501,RS,Coqueiro Baixo
3108008,0.692,17603,MG,Bom Sucesso
4302501,0.692,6279,RS,Bossoroca
5209937,0.692,6194,GO,Inaciolândia
3120201,0.692,12798,MG,Cristais
3108909,0.692,14459,MG,Brazópolis
3534807,0.692,8562,SP,Ouro Verde
3300159,0.692,11759,RJ,Aperibé
3154101,0.692,10517,MG,Recreio
5002407,0.692,30174,MS,Caarapó
1100056,0.692,16323,RO,Cerejeiras
5204904,0.692,19887,GO,Campos Belos
2603454,0.692,157828,PE,Camaragibe
1600600,0.692,121364,AP,Santana
5103700,0.692,14192,MT,Feliz Natal
5201603,0.693,3522,GO,Araçu
3526308,0.693,4896,SP,Lagoinha
4126652,0.693,2981,PR,Sulina
5210562,0.693,4676,GO,Itaguari
5220280,0.693,2036,GO,São Patrício
3144409,0.693,4730,MG,Natércia
3521705,0.693,17556,SP,Itaberá
5201454,0.693,2474,GO,Aparecida do Rio Doce
4310405,0.693,6167,RS,Independência
4125001,0.693,10219,PR,São João do Ivaí
4315008,0.693,4678,RS,Porto Lucena
3128907,0.693,8039,MG,Guimarânia
4108908,0.693,6581,PR,Guairaçá
5217302,0.693,24908,GO,Pirenópolis
4320321,0.693,2779,RS,Senador Salgado Filho
4103404,0.693,2934,PR,Cafeara
5218706,0.693,4801,GO,Rianápolis
4315701,0.693,38275,RS,Rio Pardo
3131208,0.693,19861,MG,Ipanema
5201504,0.693,4198,GO,Aporé
3549508,0.693,8928,SP,São José da Bela Vista
4213401,0.693,11593,SC,Ponte Serrada
5104609,0.693,13345,MT,Itiquira
5101704,0.693,34966,MT,Barra do Bugres
3301900,0.693,240592,RJ,Itaboraí
5211305,0.693,7178,GO,Itarumã
5102702,0.693,21579,MT,Canarana
